"Id","DateAware","DateSubmitted","DataBreachCause","DateStart","DateEnd","Name","CyberattackType","WashingtoniansAffected","IndustryType","BusinessType","InformationType","Year","WashingtoniansAffectedRange","BreachLifecycleRange","EntityState"
"10,421","2021 Mar 09 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack",,,"Pan-American Life Insurance Group","Phishing","599","Finance",,"Medical Information","2021","500-999","Unknown",
"10,421","2021 Mar 09 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack",,,"Pan-American Life Insurance Group","Phishing","599","Finance",,"Other","2021","500-999","Unknown",
"10,422","2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020-11-08T00:00:00","2020-12-03T00:00:00","Perkins & Co","Ransomware","41871","Finance",,"Name","2021","10,000-49,999","1-99",
"10,422","2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020-11-08T00:00:00","2020-12-03T00:00:00","Perkins & Co","Ransomware","41871","Finance",,"Social Security Number","2021","10,000-49,999","1-99",
"10,422","2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020-11-08T00:00:00","2020-12-03T00:00:00","Perkins & Co","Ransomware","41871","Finance",,"Driver's License or Washington ID Card Number","2021","10,000-49,999","1-99",
"10,422","2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020-11-08T00:00:00","2020-12-03T00:00:00","Perkins & Co","Ransomware","41871","Finance",,"Financial & Banking Information","2021","10,000-49,999","1-99",
"10,422","2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020-11-08T00:00:00","2020-12-03T00:00:00","Perkins & Co","Ransomware","41871","Finance",,"Full Date of Birth","2021","10,000-49,999","1-99",
"10,422","2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020-11-08T00:00:00","2020-12-03T00:00:00","Perkins & Co","Ransomware","41871","Finance",,"Passport Number","2021","10,000-49,999","1-99",
"10,422","2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020-11-08T00:00:00","2020-12-03T00:00:00","Perkins & Co","Ransomware","41871","Finance",,"Other","2021","10,000-49,999","1-99",
"10,423","2020 Jun 01 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack",,,"Security Industry Specialists","Ransomware","2264","Business","Other","Name","2021","1,000-9,999","Unknown",
"10,423","2020 Jun 01 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack",,,"Security Industry Specialists","Ransomware","2264","Business","Other","Financial & Banking Information","2021","1,000-9,999","Unknown",
"10,424","2020 Nov 29 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"American Health Care Academy","Malware","1211","Health",,"Name","2021","1,000-9,999","Unknown",
"10,424","2020 Nov 29 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"American Health Care Academy","Malware","1211","Health",,"Financial & Banking Information","2021","1,000-9,999","Unknown",
"10,425","2021 Jan 24 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"Flagstar Bank, FSB","Malware","61006","Finance",,"Name","2021","50,000-999,999","Unknown",
"10,425","2021 Jan 24 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"Flagstar Bank, FSB","Malware","61006","Finance",,"Social Security Number","2021","50,000-999,999","Unknown",
"10,425","2021 Jan 24 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"Flagstar Bank, FSB","Malware","61006","Finance",,"Full Date of Birth","2021","50,000-999,999","Unknown",
"10,425","2021 Jan 24 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"Flagstar Bank, FSB","Malware","61006","Finance",,"Other","2021","50,000-999,999","Unknown",
"10,426","2020 Dec 26 12:00:00 AM","2021 Mar 16 12:00:00 AM","Unauthorized Access",,"2020-12-26T00:00:00","Infinity Insurance Company",,"606","Finance",,"Name","2021","500-999","Unknown",
"10,426","2020 Dec 26 12:00:00 AM","2021 Mar 16 12:00:00 AM","Unauthorized Access",,"2020-12-26T00:00:00","Infinity Insurance Company",,"606","Finance",,"Social Security Number","2021","500-999","Unknown",
"10,426","2020 Dec 26 12:00:00 AM","2021 Mar 16 12:00:00 AM","Unauthorized Access",,"2020-12-26T00:00:00","Infinity Insurance Company",,"606","Finance",,"Driver's License or Washington ID Card Number","2021","500-999","Unknown",
"10,427","2021 Feb 04 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2021-02-04T00:00:00","2021-02-08T00:00:00","Automatic Funds Transfer Services Inc.","Ransomware","695","Finance",,"Name","2021","500-999","1-99",
"10,427","2021 Feb 04 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2021-02-04T00:00:00","2021-02-08T00:00:00","Automatic Funds Transfer Services Inc.","Ransomware","695","Finance",,"Financial & Banking Information","2021","500-999","1-99",
"10,427","2021 Feb 04 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2021-02-04T00:00:00","2021-02-08T00:00:00","Automatic Funds Transfer Services Inc.","Ransomware","695","Finance",,"Other","2021","500-999","1-99",
"10,428","2019 Dec 20 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack",,,"PCS Revenue Control Systems","Phishing","11807","Business","Professional Services","Name","2021","10,000-49,999","Unknown",
"10,428","2019 Dec 20 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack",,,"PCS Revenue Control Systems","Phishing","11807","Business","Professional Services","Social Security Number","2021","10,000-49,999","Unknown",
"10,428","2019 Dec 20 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack",,,"PCS Revenue Control Systems","Phishing","11807","Business","Professional Services","Full Date of Birth","2021","10,000-49,999","Unknown",
"10,428","2019 Dec 20 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack",,,"PCS Revenue Control Systems","Phishing","11807","Business","Professional Services","Student ID Number","2021","10,000-49,999","Unknown",
"10,429","2021 Feb 22 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2020-12-24T00:00:00","2020-12-29T00:00:00","Western Union Retail Money Transfer Partner","Malware","1555","Finance",,"Name","2021","1,000-9,999","1-99",
"10,429","2021 Feb 22 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2020-12-24T00:00:00","2020-12-29T00:00:00","Western Union Retail Money Transfer Partner","Malware","1555","Finance",,"Social Security Number","2021","1,000-9,999","1-99",
"10,429","2021 Feb 22 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2020-12-24T00:00:00","2020-12-29T00:00:00","Western Union Retail Money Transfer Partner","Malware","1555","Finance",,"Driver's License or Washington ID Card Number","2021","1,000-9,999","1-99",
"10,429","2021 Feb 22 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2020-12-24T00:00:00","2020-12-29T00:00:00","Western Union Retail Money Transfer Partner","Malware","1555","Finance",,"Full Date of Birth","2021","1,000-9,999","1-99",
"10,429","2021 Feb 22 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2020-12-24T00:00:00","2020-12-29T00:00:00","Western Union Retail Money Transfer Partner","Malware","1555","Finance",,"Other","2021","1,000-9,999","1-99",
"10,430","2020 May 24 12:00:00 AM","2021 Mar 18 12:00:00 AM","Cyberattack","2020-05-24T00:00:00",,"Manson Counstruction Co.","Unclear/unknown","1049","Business","Construction","Name","2021","1,000-9,999","Unknown",
"10,430","2020 May 24 12:00:00 AM","2021 Mar 18 12:00:00 AM","Cyberattack","2020-05-24T00:00:00",,"Manson Counstruction Co.","Unclear/unknown","1049","Business","Construction","Social Security Number","2021","1,000-9,999","Unknown",
"10,430","2020 May 24 12:00:00 AM","2021 Mar 18 12:00:00 AM","Cyberattack","2020-05-24T00:00:00",,"Manson Counstruction Co.","Unclear/unknown","1049","Business","Construction","Full Date of Birth","2021","1,000-9,999","Unknown",
"10,430","2020 May 24 12:00:00 AM","2021 Mar 18 12:00:00 AM","Cyberattack","2020-05-24T00:00:00",,"Manson Counstruction Co.","Unclear/unknown","1049","Business","Construction","Other","2021","1,000-9,999","Unknown",
"10,431","2021 Jan 18 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2021-01-12T00:00:00","2021-01-18T00:00:00","Cancer Treatment Centers of America","Phishing","579","Health",,"Name","2021","500-999","1-99",
"10,431","2021 Jan 18 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2021-01-12T00:00:00","2021-01-18T00:00:00","Cancer Treatment Centers of America","Phishing","579","Health",,"Health Insurance Policy or ID Number","2021","500-999","1-99",
"10,431","2021 Jan 18 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2021-01-12T00:00:00","2021-01-18T00:00:00","Cancer Treatment Centers of America","Phishing","579","Health",,"Medical Information","2021","500-999","1-99",
"10,431","2021 Jan 18 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2021-01-12T00:00:00","2021-01-18T00:00:00","Cancer Treatment Centers of America","Phishing","579","Health",,"Other","2021","500-999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Name","2021","1,000-9,999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Social Security Number","2021","1,000-9,999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Driver's License or Washington ID Card Number","2021","1,000-9,999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Financial & Banking Information","2021","1,000-9,999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Full Date of Birth","2021","1,000-9,999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Passport Number","2021","1,000-9,999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Health Insurance Policy or ID Number","2021","1,000-9,999","1-99",
"10,432","2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020-11-18T00:00:00","2020-11-29T00:00:00","Citywide Home Loans, LLC","Ransomware","2407","Finance",,"Other","2021","1,000-9,999","1-99",
"10,433","2021 Feb 24 12:00:00 AM","2021 Mar 22 12:00:00 AM","Theft or Mistake","2021-02-22T00:00:00","2021-02-24T00:00:00","On Q Fiancial, Inc.",,"18066","Finance",,"Name","2021","10,000-49,999","1-99",
"10,433","2021 Feb 24 12:00:00 AM","2021 Mar 22 12:00:00 AM","Theft or Mistake","2021-02-22T00:00:00","2021-02-24T00:00:00","On Q Fiancial, Inc.",,"18066","Finance",,"Social Security Number","2021","10,000-49,999","1-99",
"10,433","2021 Feb 24 12:00:00 AM","2021 Mar 22 12:00:00 AM","Theft or Mistake","2021-02-22T00:00:00","2021-02-24T00:00:00","On Q Fiancial, Inc.",,"18066","Finance",,"Other","2021","10,000-49,999","1-99",
"10,434","2020 Dec 04 12:00:00 AM","2021 Mar 24 12:00:00 AM","Cyberattack","2019-02-06T00:00:00","2020-12-10T00:00:00","National Wildlife Federation","Malware","3311","Non-Profit/Charity",,"Name","2021","1,000-9,999","500+",
"10,434","2020 Dec 04 12:00:00 AM","2021 Mar 24 12:00:00 AM","Cyberattack","2019-02-06T00:00:00","2020-12-10T00:00:00","National Wildlife Federation","Malware","3311","Non-Profit/Charity",,"Financial & Banking Information","2021","1,000-9,999","500+",
"10,434","2020 Dec 04 12:00:00 AM","2021 Mar 24 12:00:00 AM","Cyberattack","2019-02-06T00:00:00","2020-12-10T00:00:00","National Wildlife Federation","Malware","3311","Non-Profit/Charity",,"Other","2021","1,000-9,999","500+",
"10,435","2021 Mar 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","Cyberattack","2021-02-01T00:00:00",,"MHNext, LLC","Unclear/unknown","7714","Business","Software","Username and Password/Security Question Answers","2021","1,000-9,999","Unknown",
"10,435","2021 Mar 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","Cyberattack","2021-02-01T00:00:00",,"MHNext, LLC","Unclear/unknown","7714","Business","Software","Email Address and Password/Security Question Answers","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Name","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Social Security Number","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Driver's License or Washington ID Card Number","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Financial & Banking Information","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Full Date of Birth","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Unique Private Key (e.g. used to authenticate or sign an electronic record)","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Medical Information","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Username and Password/Security Question Answers","2021","1,000-9,999","Unknown",
"10,436","2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","Unclear/unknown","1022","Business","Real Estate","Other","2021","1,000-9,999","Unknown",
"10,437","2021 Jan 07 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack","2020-03-01T00:00:00","2021-01-07T00:00:00","Slate & Tell, LLC","Malware","624","Business","Accessories","Name","2021","500-999","300-399",
"10,437","2021 Jan 07 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack","2020-03-01T00:00:00","2021-01-07T00:00:00","Slate & Tell, LLC","Malware","624","Business","Accessories","Financial & Banking Information","2021","500-999","300-399",
"10,437","2021 Jan 07 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack","2020-03-01T00:00:00","2021-01-07T00:00:00","Slate & Tell, LLC","Malware","624","Business","Accessories","Other","2021","500-999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Name","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Social Security Number","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Financial & Banking Information","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Full Date of Birth","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Military ID Number","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Health Insurance Policy or ID Number","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Medical Information","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Biometric Data","2021","1,000-9,999","300-399",
"10,438","2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-02-07T00:00:00","2020-05-20T00:00:00","Marines' Memorial Association & Foundation","Ransomware","2625","Non-Profit/Charity",,"Other","2021","1,000-9,999","300-399",
"10,439","2020 Dec 29 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-11-25T00:00:00","2020-12-25T00:00:00","Minnetonka Moccasin Company, Inc.","Malware","821","Business","Accessories","Name","2021","500-999","1-99",
"10,439","2020 Dec 29 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-11-25T00:00:00","2020-12-25T00:00:00","Minnetonka Moccasin Company, Inc.","Malware","821","Business","Accessories","Financial & Banking Information","2021","500-999","1-99",
"10,440","2020 Jul 01 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-05-26T00:00:00","2020-07-01T00:00:00","Portland State University Foundation","Phishing","4216","Non-Profit/Charity",,"Name","2021","1,000-9,999","1-99",
"10,440","2020 Jul 01 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-05-26T00:00:00","2020-07-01T00:00:00","Portland State University Foundation","Phishing","4216","Non-Profit/Charity",,"Social Security Number","2021","1,000-9,999","1-99",
"10,440","2020 Jul 01 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-05-26T00:00:00","2020-07-01T00:00:00","Portland State University Foundation","Phishing","4216","Non-Profit/Charity",,"Full Date of Birth","2021","1,000-9,999","1-99",
"10,440","2020 Jul 01 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-05-26T00:00:00","2020-07-01T00:00:00","Portland State University Foundation","Phishing","4216","Non-Profit/Charity",,"Student ID Number","2021","1,000-9,999","1-99",
"10,440","2020 Jul 01 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020-05-26T00:00:00","2020-07-01T00:00:00","Portland State University Foundation","Phishing","4216","Non-Profit/Charity",,"Other","2021","1,000-9,999","1-99",
"10,441","2021 Mar 11 12:00:00 AM","2021 Apr 07 12:00:00 AM","Cyberattack","2020-03-30T00:00:00","2020-11-06T00:00:00","American Society for Clinical Pathology","Malware","703","Health",,"Name","2021","500-999","300-399",
"10,441","2021 Mar 11 12:00:00 AM","2021 Apr 07 12:00:00 AM","Cyberattack","2020-03-30T00:00:00","2020-11-06T00:00:00","American Society for Clinical Pathology","Malware","703","Health",,"Financial & Banking Information","2021","500-999","300-399",
"10,442","2020 Nov 24 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"MailMyPrescriptions.com","Phishing","507","Health",,"Name","2021","500-999","Unknown",
"10,442","2020 Nov 24 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"MailMyPrescriptions.com","Phishing","507","Health",,"Full Date of Birth","2021","500-999","Unknown",
"10,442","2020 Nov 24 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"MailMyPrescriptions.com","Phishing","507","Health",,"Health Insurance Policy or ID Number","2021","500-999","Unknown",
"10,442","2020 Nov 24 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"MailMyPrescriptions.com","Phishing","507","Health",,"Medical Information","2021","500-999","Unknown",
"10,442","2020 Nov 24 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"MailMyPrescriptions.com","Phishing","507","Health",,"Other","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Name","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Social Security Number","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Driver's License or Washington ID Card Number","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Financial & Banking Information","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Full Date of Birth","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Unique Private Key (e.g. used to authenticate or sign an electronic record)","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Passport Number","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Health Insurance Policy or ID Number","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Medical Information","2021","500-999","Unknown",
"10,443","2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","Ransomware","957","Health",,"Email Address and Password/Security Question Answers","2021","500-999","Unknown",
"10,444","2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020-04-08T00:00:00","2020-09-21T00:00:00","American College of Emergency Physicians","Unclear/unknown","4148","Health",,"Name","2021","1,000-9,999","100-199",
"10,444","2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020-04-08T00:00:00","2020-09-21T00:00:00","American College of Emergency Physicians","Unclear/unknown","4148","Health",,"Social Security Number","2021","1,000-9,999","100-199",
"10,444","2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020-04-08T00:00:00","2020-09-21T00:00:00","American College of Emergency Physicians","Unclear/unknown","4148","Health",,"Financial & Banking Information","2021","1,000-9,999","100-199",
"10,444","2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020-04-08T00:00:00","2020-09-21T00:00:00","American College of Emergency Physicians","Unclear/unknown","4148","Health",,"Full Date of Birth","2021","1,000-9,999","100-199",
"10,444","2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020-04-08T00:00:00","2020-09-21T00:00:00","American College of Emergency Physicians","Unclear/unknown","4148","Health",,"Username and Password/Security Question Answers","2021","1,000-9,999","100-199",
"10,444","2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020-04-08T00:00:00","2020-09-21T00:00:00","American College of Emergency Physicians","Unclear/unknown","4148","Health",,"Email Address and Password/Security Question Answers","2021","1,000-9,999","100-199",
"10,444","2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020-04-08T00:00:00","2020-09-21T00:00:00","American College of Emergency Physicians","Unclear/unknown","4148","Health",,"Other","2021","1,000-9,999","100-199",
"10,445","2021 Jan 11 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack",,,"McDougall & Sons, Inc.","Ransomware","5885","Business","Other","Name","2021","1,000-9,999","Unknown",
"10,445","2021 Jan 11 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack",,,"McDougall & Sons, Inc.","Ransomware","5885","Business","Other","Social Security Number","2021","1,000-9,999","Unknown",
"10,445","2021 Jan 11 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack",,,"McDougall & Sons, Inc.","Ransomware","5885","Business","Other","Full Date of Birth","2021","1,000-9,999","Unknown",
"10,446","2021 Feb 11 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack",,,"FloForm Industries LLC","Ransomware","970","Business","Home","Name","2021","500-999","Unknown",
"10,446","2021 Feb 11 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack",,,"FloForm Industries LLC","Ransomware","970","Business","Home","Social Security Number","2021","500-999","Unknown",
"10,446","2021 Feb 11 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack",,,"FloForm Industries LLC","Ransomware","970","Business","Home","Other","2021","500-999","Unknown",
"10,447","2021 Jan 25 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack","2021-01-06T00:00:00","2021-01-25T00:00:00","University of Colorado","Malware","3511","Education",,"Name","2021","1,000-9,999","1-99",
"10,447","2021 Jan 25 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack","2021-01-06T00:00:00","2021-01-25T00:00:00","University of Colorado","Malware","3511","Education",,"Full Date of Birth","2021","1,000-9,999","1-99",
"10,447","2021 Jan 25 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack","2021-01-06T00:00:00","2021-01-25T00:00:00","University of Colorado","Malware","3511","Education",,"Student ID Number","2021","1,000-9,999","1-99",
"10,447","2021 Jan 25 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack","2021-01-06T00:00:00","2021-01-25T00:00:00","University of Colorado","Malware","3511","Education",,"Health Insurance Policy or ID Number","2021","1,000-9,999","1-99",
"10,447","2021 Jan 25 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack","2021-01-06T00:00:00","2021-01-25T00:00:00","University of Colorado","Malware","3511","Education",,"Medical Information","2021","1,000-9,999","1-99",
"10,448","2021 Apr 12 12:00:00 AM","2021 Apr 15 12:00:00 AM","Cyberattack","2020-12-02T00:00:00","2020-12-10T00:00:00","AmeriFirst Financial, Inc.","Unclear/unknown","757","Finance",,"Name","2021","500-999","100-199",
